pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((0, 9, 0), 90); 1662.9048868594546; 7; 41; 0; 544; 35
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((9, 65, 14), 63); 1306.5797030550184; 4; 28; 0; 563; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((1, 16, 1), 53); 1344.709318152618; 4; 27; 0; 565; 23
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((2, 13, 2), 106); 1280.9100560923598; 4; 27; 0; 562; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((2, 69, 3), 159); 1280.9100560923598; 4; 27; 0; 562; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((2, 1, 545), 53); 1344.709318152618; 4; 27; 0; 564; 23
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((69, 76, 74), 34); 1636.8091859597953; 5; 30; 0; 563; 23
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((69, 80, 75), 76); 1306.5797030550184; 4; 27; 0; 563; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((3, 4, 4), 112); 1280.9100560923598; 4; 28; 0; 562; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((3, 64, 5), 131); 1280.9100560923598; 4; 28; 0; 562; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((3, 76, 6), 34); 1636.8091859597953; 5; 30; 0; 563; 23
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((4, 11, 7), 35); 1636.8091859597953; 5; 30; 0; 563; 23
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((4, 15, 8), 130); 1280.9100560923598; 4; 28; 0; 562; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((4, 67, 9), 16); 1584.820674141365; 4; 30; 0; 563; 23
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((11, 68, 16), 35); 1636.8091859597953; 5; 30; 0; 563; 23
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((67, 78, 71), 16); 1584.820674141365; 4; 30; 0; 563; 23
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((6, 7, 10), 42); 1603.086228320888; 7; 38; 0; 552; 32
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((6, 9, 11), 77); 1659.0042496077076; 7; 41; 0; 536; 35
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((6, 24, 549), 35); 1601.0066800122386; 7; 38; 0; 550; 32
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((7, 25, 550), 42); 1603.086228320888; 7; 38; 0; 553; 32
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((8, 9, 12), 16); 1306.5797030550184; 4; 28; 0; 563; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((8, 75, 13), 16); 1306.5797030550184; 4; 28; 0; 563; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((75, 74, 560), 27); 1306.5797030550184; 4; 28; 0; 563; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((75, 97, 561), 0); 1306.5797030550184; 4; 28; 0; 562; 23
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((65, 74, 69), 63); 1306.5797030550184; 4; 28; 0; 563; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((10, 74, 15), 22); 1306.5797030550184; 4; 28; 0; 563; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((10, 9, 551), 22); 1306.5797030550184; 4; 28; 0; 563; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((10, 32, 552), 0); 1306.5797030550184; 4; 28; 0; 562; 23
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((68, 69, 72), 150); 1329.168229585861; 4; 31; 0; 554; 26
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((68, 129, 73), 75); 1306.5797030550184; 4; 27; 0; 563; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((12, 13, 17), 106); 1280.9100560923598; 4; 27; 0; 562; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((12, 14, 18), 5); 1306.5797030550184; 4; 27; 0; 563; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((12, 51, 553), 101); 1067.9215461382282; 4; 14; 0; 576; 13
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((14, 15, 19), 38); 1306.5797030550184; 4; 27; 0; 563; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((14, 64, 20), 131); 1280.9100560923598; 4; 28; 0; 562; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((14, 62, 554), 66); 1341.01344155902; 4; 38; 0; 552; 32
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((14, 63, 555), 68); 1581.0857370735757; 4; 43; 0; 550; 36
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((17, 36, 21), 12); 1502.558934557177; 4; 27; 0; 563; 22
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((17, 62, 22), 19); 1337.7972759372533; 4; 31; 0; 562; 26
pglib_opf_case588_sdet; single_stage_power_flow_disruption; neg_weight; 3; 588; 659; 10765.659999999994; ((36, 37, 52), 0); 1267.1372466757293; 4; 27; 0; 566; 22
